time,flux,flux_err
60797.850603066014,9.353793973443915,0.18339306207152883
60803.63143837103,9.948002690548908,0.18479167020628312
60804.550387991825,9.659529462236236,0.19252841712674107
60805.78908525454,11.012292156984808,0.22516622815076576
60806.75932716427,9.719566911334544,0.21980559982125797
60807.64851682613,9.38844591099088,0.26095936647367457
60808.501755845034,9.717498800632619,0.23717044305604454
60809.5223668142,10.062324974591533,0.22897316292747136
60810.52235407848,10.752158931866168,0.2552070244390148
60811.50877673039,9.911914472041328,0.28092594958484374
60813.62572948646,9.877590805705726,0.2613871664985462
60815.61510868196,10.764770505921128,0.32544622116738164
60817.93519883102,9.720130629186128,0.17556983545287014
60818.54209002899,10.014770961471356,0.19348751721843863
60819.55047593173,10.014916261972747,0.2180573006495246
60820.50846529077,11.23978905692914,0.21806568432817058
60821.505296067684,9.810340282874108,0.19237982787794072
60825.71017586533,10.456416561042072,0.227348335269814
60828.50871439662,9.912451441031127,0.2183300609539111
60832.5800777862,9.54534332984759,0.20003598016957036
60835.7750851881,9.882102023395221,0.2077670368766102
60836.68176937208,9.381997715179274,0.27456428463965077
